Timestamp,Step,Population,Births,Deaths,Food Level,Predator Kills,Average Energy,Growth Rate
2026-04-30T14:51:04.357864,0,50,0,0,26,0,18.4,0
2026-04-30T14:51:04.357864,1,50,0,0,3,0,21.7,0.0
2026-04-30T14:51:04.357864,2,50,0,0,0,0,23.0,0.0
2026-04-30T14:51:04.357864,3,50,0,0,0,0,24.0,0.0
2026-04-30T14:51:04.357864,4,49,0,1,0,1,24.95,-0.02
2026-04-30T14:51:04.357864,5,56,8,1,0,1,23.71,0.14
2026-04-30T14:51:04.357864,6,63,8,1,0,1,22.72,0.12
2026-04-30T14:51:04.357864,7,69,8,2,0,2,21.88,0.1
2026-04-30T14:51:04.357864,8,79,14,4,0,3,20.35,0.14
2026-04-30T14:51:04.358870,9,86,8,1,0,1,19.1,0.09
2026-04-30T14:51:04.358870,10,92,7,1,0,1,18.29,0.07
2026-04-30T14:51:04.358870,11,97,7,2,0,2,17.32,0.05
2026-04-30T14:51:04.358870,12,101,6,2,0,2,16.58,0.04
2026-04-30T14:51:04.359373,13,110,10,1,0,0,15.68,0.09
2026-04-30T14:51:04.359373,14,116,8,2,0,2,15.45,0.05
2026-04-30T14:51:04.359373,15,120,8,4,0,4,15.11,0.03
2026-04-30T14:51:04.359373,16,121,4,3,0,2,15.21,0.01
2026-04-30T14:51:04.359373,17,119,0,2,0,2,15.45,-0.02
2026-04-30T14:51:04.359373,18,115,0,4,0,3,15.4,-0.03
2026-04-30T14:51:04.359373,19,109,0,6,0,5,15.93,-0.05
2026-04-30T14:51:04.359373,20,107,0,2,0,2,16.27,-0.02
2026-04-30T14:51:04.359373,21,100,0,7,0,7,16.97,-0.07
2026-04-30T14:51:04.359373,22,96,0,4,0,3,17.49,-0.04
2026-04-30T14:51:04.360900,23,91,0,5,0,4,16.94,-0.05
2026-04-30T14:51:04.360900,24,80,0,11,0,9,17.97,-0.12
2026-04-30T14:51:04.360900,25,75,0,5,0,4,19.14,-0.06
2026-04-30T14:51:04.360900,26,73,0,2,0,2,20.03,-0.03
2026-04-30T14:51:04.360900,27,70,0,3,0,3,19.97,-0.04
2026-04-30T14:51:04.360900,28,64,0,6,0,6,18.92,-0.09
2026-04-30T14:51:04.360900,29,60,0,4,0,4,20.64,-0.06
2026-04-30T14:51:04.360900,30,55,0,5,0,4,22.79,-0.08
2026-04-30T14:51:04.360900,31,52,0,3,0,2,23.32,-0.05
2026-04-30T14:51:04.360900,32,47,0,5,0,4,25.1,-0.1
2026-04-30T14:51:04.360900,33,43,0,4,0,2,23.36,-0.09
2026-04-30T14:51:04.360900,34,39,0,4,0,2,24.0,-0.09
2026-04-30T14:51:04.360900,35,37,0,2,0,2,26.68,-0.05
2026-04-30T14:51:04.360900,36,35,0,2,0,1,29.31,-0.05
2026-04-30T14:51:04.360900,37,29,0,6,0,4,30.38,-0.17
2026-04-30T14:51:04.360900,38,23,0,6,0,5,30.0,-0.21
2026-04-30T14:51:04.360900,39,21,0,2,0,1,33.29,-0.09
2026-04-30T14:51:04.362422,40,20,0,1,1,1,37.85,-0.05
2026-04-30T14:51:04.362422,41,16,0,4,2,2,46.03,-0.2
2026-04-30T14:51:04.362422,42,15,0,1,8,1,48.87,-0.06
2026-04-30T14:51:04.362422,43,13,0,2,11,2,55.5,-0.13
2026-04-30T14:51:04.362422,44,13,0,0,14,0,59.62,0.0
2026-04-30T14:51:04.362422,45,18,6,1,21,1,46.28,0.38
2026-04-30T14:51:04.362422,46,21,5,2,22,2,36.6,0.17
